日期,9085-津,222WT-津,7042吉林-津,7042-鲁*,7042吉化-京,7042N大庆-京,7042独山子-沪,218W-沪,7420D-沪,7042扬子-南京,7042大庆-余姚,7042镇海-余姚,7042广州-粤,7042茂名-粤,7042福建-粤*,7042福建-闽,7042独山子-闽,7042-鄂,总结
2012-7-10,10300,10250,10350,11270,,10300,10300,10300,10200,,10700,10250,10250,10200,10100,10250,,10500,
2012-7-9,10300,10200,,11250,,10300,10300,10300,10300,,10800,10200,10300,10150,10130,10300,,10500,
2012-7-6,10350,10250,,11200,,10300,10300,10300,10200,,10700,10300,10300,10250,10160,,,10500,
2012-7-5,10300,10200,10350,10270,,10300,10300,10300,10300,10550,10700,10300,10250,10200,10080,10200,,10500,
2012-7-4,10300,10200,10300,11200,10300,10300,,10300,10200,10550,10500,10200,10100,,10150,10200,,10400,
2012-7-3,9950,10000,,11170,10300,10150,10100,,10000,10350,10500,10200,10200,10200,10100,,,10200,
2012-7-2,9950,9950,,10950,,,10050,,10000,10020,10400,10000,,,10000,,,10200,
2012-6-29,9850,9850,9950,10740,10000,,9850,9800,9750,,10200,9850,9850,9850,9760,9800,9800,10000,
2012-6-27,9850,9800,9950,10670,10000,9900,9850,9750,9700,,10100,9800,9850,,9730,9800,9800,9950,
2012-6-26,9900,9850,,10670,10000,9950,9800,9750,9700,,10100,9800,9880,9800,9730,9800,9800,9950,
2012-6-25,9850,9850,,10680,9900,,9800,9750,9700,9950,,9800,9850,,9780,9750,9800,9950,
2012-6-21,9900,9800,,10720,10050,9950,9800,9700,9700,9950,,9750,9950,9900,9200,9750,9800,9850,
2012-6-19,9850,9770,,10070,10050,9900,9800,9720,9700,9850,9950,9750,9800,9800,9150,9750,9800,9850,
2012-6-18,9820,9720,,10070,10000,9900,9750,9720,9700,9820,9950,9750,9800,9800,9100,9750,9800,9900,
2012-6-14,9800,9700,,,9950,9900,9700,9650,9600,9800,9900,9700,9800,9800,9620,9650,9750,9900,
2012-6-13,,9700,,10600,,,9700,9650,9600,9800,9950,9750,,,9620,9650,9750,9900,
2012-6-12,9850,9700,9900,10580,9950,9900,9800,9650,9600,9800,9950,9750,,9850,9620,9650,9750,9900,
2012-6-8,,9600,9900,10530,10000,9700,9800,9600,9600,9750,9950,9750,,,9620,9700,10000,9800,
2012-6-5,9950,9550,,10510,10100,,9800,9850,9600,,10000,9900,9900,,9570,9800,,10100,
2012-6-4,,9630,,10580,10150,,9800,,9600,,10000,9900,,,9520,9800,,10100,
2012-6-1,10050,9850,,10640,10250,,10000,9850,9800,10000,10020,10100,,,9730,9850,10000,10100,
2012-5-29,,9750,,10610,,10200,10100,9850,9800,,,10000,,,9730,9750,9850,10100,
2012-5-28,,9700,,10530,,10100,9850,9750,9750,,,9800,,,9680,9750,9850,10000,
2012-5-25,,9600,,10420,,10100,9750,9600,9600,,,9800,,,9630,9700,9850,10000,
2012-5-24,,9550,,10350,10100,9900,9700,9600,9800,9850,,9750,,10050,9630,9800,9850,10000,
2012-5-23,9950,9600,,10420,10100,9900,9700,9800,9800,9800,,9750,,,9630,9800,9850,9900,
2012-5-22,,9650,9750,10450,10100,9900,9700,9800,9800,9800,,9800,,,9650,9650,9850,9900,
2012-5-21,,9570,9650,10450,10100,10000,9600,9600,9600,9750,10000,9600,,,9600,9600,9850,9900,
2012-5-17,9900,9550,9650,10370,10030,10050,9600,9650,9600,9700,9900,9650,9850,9850,9630,9650,9850,10000,
2012-5-16,9800,9550,9650,10400,10100,10050,9600,9600,9600,9750,9900,9650,,,9630,9700,9850,10100,
2012-5-15,,9650,9800,10450,,,9600,,9600,9800,9900,9800,,9950,9630,9700,9850,10100,
2012-5-14,,9650,9800,10530,10200,,9800,9750,9750,9800,1000,9800,,,9680,9700,9850,10100,
2012-5-7,10200,10100,10300,10450,,,10100,10000,9950,10400,10200,10150,10050,,9620,9000,10000,10400,
2012-5-3,10400,10150,10300,10640,10100,,10250,10200,10150,10400,10500,10300,10150,10250,10000,10050,10050,10600,
2012-5-2,10400,10150,10300,10480,,,10250,10200,10150,10400,10500,10300,10250,10250,10030,10150,10150,10600,
2012-4-26,10350,10150,10350,10300,,10200,10300,10200,10150,10350,10500,10300,,10250,10080,10200,10300,10500,
2012-4-24,10450,10250,10300,10270,,10450,10300,10300,10300,10350,10550,10350,,10400,10250,10400,10350,10700,
2012-4-23,10400,10210,10300,10330,,10450,10350,10350,10300,10350,10550,10350,,10400,10300,10400,10350,10750,
2012-4-20,10600,10210,10300,10350,10500,10450,10400,10350,10300,10400,10550,10350,10550,,10300,10450,10500,10700,
2012-4-19,10450,10240,10400,10370,10500,10500,10400,10350,10300,,10650,10400,10550,10500,10320,10450,10500,10800,
2012-4-18,10600,10240,10500,10380,10550,10500,10400,10350,10300,,10650,10450,,10500,10320,10450,10500,10800,
2012-4-17,10500,10260,10500,10420,10600,10550,10400,10350,10350,10400,10650,10450,10600,10600,10320,10600,10600,10800,
2012-4-16,10600,10350,10450,10480,10650,10550,10400,10400,10350,10450,10700,10450,10550,10550,10420,10600,10650,10900,
2012-4-13,10650,10280,10550,10560,10650,10470,10600,10450,10350,,10700,10500,10650,10650,10450,10600,10650,10950,
2012-4-12,10650,10260,10550,10560,10650,10600,10600,10450,10350,,10700,10500,10600,10600,10450,10600,10650,10950,
2012-4-11,10600,10320,10550,10580,10650,10650,10600,10450,10350,10650,10800,10550,10650,10650,10500,10600,10650,10950,
2012-4-10,10700,10320,10650,10610,,,10600,10500,10400,,10800,10550,10700,10700,10550,10700,10700,10950,
2012-4-9,10700,10420,10650,10630,10700,10650,10600,10500,10400,,10800,10550,10750,10750,10600,10700,10700,10950,
2012-4-5,10450,10320,10550,10630,10650,10650,10600,10400,10350,10700,10800,10550,10750,10750,10580,10500,10600,10950,
2012-3-31,,10350,10400,10580,10650,10550,10600,10550,10350,,10800,10500,10650,10650,10500,10500,10600,10950,
2012-3-30,10690,10300,10450,10560,10650,10600,10600,10500,10350,10700,10800,10500,10650,10650,10400,10500,10600,10950,
2012-3-29,10720,10430,10550,10640,10700,10600,10600,10500,10350,10700,10800,10600,10600,10600,10400,10500,10600,10950,
2012-3-28,10700,10430,10600,10670,10700,10650,10600,10500,10400,10750,10800,10600,10550,10550,10420,10500,10600,10950,
2012-3-27,10800,10480,10650,10720,10650,10600,10600,10500,10400,10750,10850,10600,10550,10550,10420,10500,10600,10950,
2012-3-26,10800,10420,10600,10700,,,10600,10500,10400,,10800,10600,10550,10550,10370,10500,10600,10950,
2012-3-23,10800,10370,10600,10700,10700,10650,10650,10500,10450,,10750,10550,10550,10550,10370,10500,10600,10950,
2012-3-22,10900,10420,10600,10720,,,10650,10500,10450,10800,10800,10600,10550,10600,10430,10500,10600,11000,
2012-3-21,10900,10400,10600,10700,10700,10650,10700,10500,10400,10750,10750,10600,10550,10600,10430,10550,10600,11000,
2012-3-20,,10420,,10660,10700,10650,10700,10500,10450,10750,10750,10600,10550,10600,10430,10550,10600,11000,
2012-3-19,10850,10420,10650,10660,10700,10650,10700,10500,10450,10750,10800,10650,10600,10600,10430,10550,10600,11000,
2012-3-16,10850,10500,10650,10700,10700,10650,10700,10550,10500,10750,10750,10700,10650,10650,10430,10550,10600,11000,
2012-3-14,10850,10480,10750,10800,10700,10700,10700,10600,10600,10850,10700,10650,10650,10650,10580,10600,10600,11000,
2012-3-13,10650,10450,10500,10760,10450,10500,10700,10500,10450,,10750,10700,10500,10500,10370,10450,10500,10750,
2012-3-12,10600,10300,10400,10630,10400,10400,10450,10450,10450,10550,10600,10450,10400,10400,10350,10300,10250,10700,
2012-3-9,10500,10260,10350,10520,10500,10400,10350,10300,10250,10350,10600,10400,10350,10350,10140,10250,10250,10700,
2012-3-8,10550,10300,10350,10480,10500,10400,10250,10300,10200,10420,10600,10400,10350,10350,10100,10300,10250,10700,
2012-3-7,10500,10260,10350,10530,10500,10370,10400,10200,10300,,10600,10400,,10400,10200,10300,10300,10600,
2012-3-6,10600,10350,10300,10580,10300,,10400,10200,10300,,10600,10400,,10400,10300,10300,10300,10600,
2012-3-2,10300,10200,10100,10640,10100,10150,10200,10150,10100,10150,10200,10100,10200,10200,10100,10150,10100,10350,
2012-3-1,10200,10030,10000,10260,10100,10100,10000,10050,10000,10050,10100,10050,,,9900,10050,10000,10250,
2012-2-29,10250,10100,10000,10240,9900,10050,9950,9950,9950,10000,10200,10000,10000,9900,9820,9950,9900,10250,
