日期	9085-津	222WT-津	7042吉林-津	7042-鲁*	7042吉化-京	7042N大庆-京	7042独山子-沪	218W-沪	7042吉化-沪	7420D-沪	7042扬子-南京	7042大庆-余姚	7042镇海-余姚	7042广州-粤	7042茂名-粤	7042福建-粤*	7042福建-闽	7042独山子-闽	7042-鄂	总结
2015-3-31		10100	10100	9360	10300			10100	10000			10000	10050	10070		9420	10100			 今日午前PE市场价格多数持稳，部分市场小涨。线性期货高开震荡，部分石化价格继续上调，月底市场货源不多，商家心态向好，继续高报出货。终端需求延续平稳，对高价抵触明显，实盘成交一单一谈。目前华北LLDPE报价在10000-10100元/吨，华东LLDPE报价在10000-10100元/吨，华南LLDPE报价在10000-10150元/吨。
2015-3-30		10000		9370	10300			10000	9950	9950		10020	10050	10100	10100	9370	10020			"
"
2015-3-27		10000		9420				10000	9950			10070	10070	10070	10100	9320	10070			 今日午前PE市场延续走高。线性期货盘中下滑，但石化价格继续上调，市场交投稳定，商家继续跟涨报盘。终端需求变动不大，询盘探价居多，实盘采购谨慎。目前华北LLDPE报价在10000-10050元/吨，华东LLDPE报价在9950-10100元/吨，华南LLDPE报价在10000-10100元/吨。
2015-3-26		9920		9300	10000			9900	9900	9850		9900	9900	9920	9920	9220	9870		9950	 今日PE市场延续走高。线性期货盘中走高，部分石化价格继续上调，市场交投稳定，商家继续跟涨报盘。终端需求延续平稳，询盘探价居多，实盘成交一般。目前华北LLDPE报价在9900-10000元/吨，华东LLDPE报价在9900-10000元/吨，华南LLDPE报价在9850-10050元/吨。
2015-3-25		9950	10000	9350	10000			9900	9900	9850		9900	9900	9900		9220	9850			 今日PE市场继续走高。线性期货震荡小涨，石化价格继续上调，市场交投平稳，商家多数积极跟涨出货，部分继续封盘。终端需求延续平稳，采购谨慎，实盘成交一般。目前华北LLDPE报价在9800-10000元/吨，华东LLDPE报价在9900-10000元/吨，华南LLDPE报价在9800-9900元/吨。
2015-3-24		9920	9850	9300				9850	9850	9800		9820	9770	9870		9170	9850			 今日午前PE市场继续大幅走高。线性期货大幅高开震荡，石化价格继续上调，市场炒作氛围浓厚，商家继续积极跟涨出货，部分封盘待涨。终端需求延续平稳，对高价谨慎观望居多，实盘成交一般。目前华北LLDPE报价在9800-9950元/吨，华东LLDPE报价在9800-9900元/吨，华南LLDPE报价在9800-9850元/吨。
2015-3-23				9200				9800	9750	9700		9700	9750	9700	9650	9020	9650			 今日午前PE市场大幅走高，价格普遍走高100-200元/吨。线性期货大幅上行，石化价格多数上调，市场炒作热情高涨，商家多数高报出货，部分封盘待涨。终端需求延续平稳，谨慎观望居多，实盘成交一般。目前华北LLDPE报价在9600-9800元/吨，华东LLDPE报价在9650-9750元/吨，华南LLDPE报价在9600-9700元/吨。
2015-3-20		9540	9550	9070				9600	9500	9450	9600	9550	9520	9550	9500	8900	9550			 今日PE市场小幅整理，华北地区线性小幅回落50元/吨左右。线性期货窄幅震荡，石化价格多数持稳，少数继续上调，市场交投平稳，商家多数随行就市出货。终端需求延续平稳，坚持按需采购，实盘成交一般。目前华北LLDPE报价在9550-9600元/吨，华东LLDPE报价在9450-9550元/吨，华南LLDPE报价在9500-9550元/吨。
2015-3-19		9550	9600	9050	9600			9600	9500	9450	9750	9550	9520	9550	9500	8820	9550			 今日午前PE市场窄幅整理，仅华北地区线性价格走高50-100元/吨。线性期货震荡小幅，部分石化价格继续上调，但市场交投平稳，商家多数随行就市出货。终端需求延续平稳，随用随拿为主，实盘成交一般。目前华北LLDPE报价在9550-9650元/吨，华东LLDPE报价在9450-9550元/吨，华南LLDPE报价在9450-9550元/吨。
2015-3-18		9520	9500	9000	9600			9700	9500	9500	9750	9500	9500	9550	9500	8820	9550			"
"
2015-3-17		9500	9500	8950	9550			9650	9500	9400	9650	9450	9500	9550	9520	8820	9550			 今日PE市场稳中小涨。线性期货高开震荡，石化价格部分继续上调，市场交投略有好转，商家试探性拉涨报价出货。终端需求延续平稳，采购谨慎，实盘成交一般。目前华北LLDPE报价在9500-9600元/吨，华东LLDPE报价在9400-9500元/吨，华南LLDPE报价在9450-9550元/吨。
2015-3-16	9500		9400	8950				9650	9300	9400	9650	9400	9400	9470	9550	8820	9520			 今日午前PE市场报价稳中小涨，涨幅多在50元/吨左右。线性期货低开震荡，但部分石化价格上调，市场交投稳定，商家随行就市出货为主。终端需求跟进不足，谨慎观望为主，成交一般。目前华北LLDPE报价在9400-9550元/吨，华东LLDPE报价在9300-9400元/吨，华南LLDPE报价在9450-9550元/吨。
2015-3-13	9500	9500		8870	9450			9750	9400	9450	9500	9400	9400	9520	9470	8870	9470			 今日午前PE市场报价稳中上行。线性期货高开震荡，石化价格多数持稳，市场交投略好转，商家试探性拉涨报价出货。终端需求延续平稳，谨慎观望居多，成交一般。目前华北LLDPE报价在9400-9500元/吨，华东LLDPE报价在9400-9550元/吨，华南LLDPE报价在9400-9550元/吨。
2015-3-12		9370	9400	8780	9370			9650	9250	9250		9350	9350	9420	9370	8720	9370			 今日午前PE市场报价继续走低。线性期货低开高走，部分石化价格继续下调，市场交投气氛欠佳，商家继续让利报盘出货。下游需求跟进不足，采购谨慎，实盘成交不佳。目前华北LLDPE报价在9300-9400元/吨，华东LLDPE报价在9250-9450元/吨，华南LLDPE报价在9350-9400元/吨。
2015-3-11	9420	9450	9400	8800	9520			9750	9450	9400		9500	9500	9450	9400	8820	9420			 今日午前PE市场报价延续走低，华南地区价格普跌50-100元/吨，华北及华东地区部分走低50元/吨。线性期货低开震荡，市场交投气氛冷清，商家心态低迷，继续让利报盘出货。下游需求延续平淡，谨慎观望居多，实盘成交阻力大。目前华北LLDPE报价在9350-9450元/吨，华东LLDPE报价在9450-9600元/吨，华南LLDPE报价在9400-9450元/吨。
2015-3-10	9450	9520		8850	9500			9800	9500	9300		9550	9500	9570	9550	8820	9520			 今日PE市场报价延续走低。线性期货高开震荡，部分石化价格继续下调，市场交投气氛欠佳，商家继续让利报盘出货。下游需求延续平淡，采购积极性偏弱，成交一般。目前华北LLDPE报价在9400-9500元/吨，华东LLDPE报价在9450-9600元/吨，华南LLDPE报价在9450-9600元/吨。
2015-3-9		9450		8850	9500				9500	9300		9650	9550	9570	9520	8920	9620			 今日PE市场报价延续下滑。线性期货低开低走，部分石化价格下调，市场交投气氛冷清，商家出货遇阻，继续让利报盘出货。下游需求跟进不足，谨慎观望为主，成交难放量。目前华北LLDPE报价在9500-9650元/吨，华东LLDPE报价在9500-9700元/吨，华南LLDPE报价在9500-9650元/吨。
2015-3-5	9520	9620		9000	9700				9700	9600		9800	9750	9770	9750	9120	9800			 今日午前PE市场报价有跌有涨。线性期货低开震荡，石化价格多稳，商家多数随行就市出货，部分继续让利寻成交。下游需求平淡，实盘成交商谈。目前华北LLDPE报价在9550-9700元/吨，华东LLDPE报价在9700-9800元/吨，华南LLDPE报价在9700-9850元/吨。
2015-3-4	9620	9570		9030	9720			9900	9750	9700		9800	9750	9800	9770	9120	9800			 今日午前PE市场报价跌涨互现。线性期货低开低走，石化价格继续上调，市场交投气氛一般，部分商家继续跟涨出货，但也有商家因近期出货难度较大，开始小幅让利出货。下游需求平淡，整体成交一般。目前华北LLDPE报价在9600-9700元/吨，华东LLDPE报价在9700-9800元/吨，华南LLDPE报价在9750-9850元/吨。
2015-3-3	9750	9670	9800	9050	9800			9900	9700	9750		9700	9720	9820	9800	9120				 今日PE市场报价延续走高。线性期货高开低走，但石化价格继续上调，市场炒作依旧热烈，商家继续跟随拉涨报价出货。不过下游需求延续平淡，对目前高价较为抵触，实盘成交难放量。目前华北LLDPE报价在9600-9800元/吨，华东LLDPE报价在9700-9800元/吨，华南LLDPE报价在9800-9850元/吨。
2015-3-2	9620	9600	9650	9050				9900	9700	9800		9650	9700	9720	9750	9070	9670			 今日PE市场报价继续高报。线性期货高开上行，多数石化价格继续上调，市场炒作热情高涨，商家看涨心态较浓，多数大幅高报出货。不过下游需求延续平淡，对高价较为抵触，谨慎观望为主，实盘成交欠佳。目前华北LLDPE报价在9550-9650元/吨，华东LLDPE报价在9700-9800元/吨，华南LLDPE报价在9600-9750元/吨。
2015-2-28		9400		8880				9750	9550	9500	9700	9550	9600	9670	9620	9000	9700			 今日PE市场报价继续走高，普涨50-100元/吨。多数石化价格继续上调，市场炒作气氛渐浓，商家心态向好，继续积极跟涨报盘。下游需求延续平淡，实盘成交欠佳。目前华北LLDPE报价在9400-9550元/吨，华东LLDPE报价在9500-9600元/吨，华南LLDPE报价在9600-9700元/吨。
2015-2-27	9420	9370	9550	8820				9700	9500	9450		9500	9450	9600	9600	9000	9600			 今日PE市场报价稳中上行，其中华北及华东地区普涨50-100元/吨，华南地区稳定。线性期货高开低走，但部分石化价格继续上调，商家货源不多，炒作气氛渐浓，多数跟涨报盘。下游需求延续平淡，实盘成交欠佳。目前华北LLDPE报价在9350-9550元/吨，华东LLDPE报价在9400-9500元/吨，华南LLDPE报价在9600-9650元/吨。
2015-2-26	9250	9300	9300	8700					9350	9350		9500	9400	9650	9600	8900	9550			 今日PE市场报价小涨，涨幅多在50元/吨左右。线性期货高开上行，部分石化价格继续上调，商家心态向好，因货源不多，多数跟随石化拉涨报价出货。但下游需求延续平淡，部分工厂仍在放假中，实盘成交欠佳。目前华北LLDPE报价在9250-9300元/吨，华东LLDPE报价在9300-9400元/吨，华南LLDPE报价在9550-9650元/吨。
2015-2-25	9170	9300	9300	8650					9300	9250						8900	9500			 今日午前PE市场报价窄幅整理，整体报价不多。线性期货低开后震荡小涨，个别石化价格上调，节后初返，市场人气不足，交投冷清，少数商家随行就市出货，多数仍旧封盘。下游需求尚未启动，成交冷清。目前华北LLDPE报价在9250-9300元/吨，华东LLDPE报价在9200-9300元/吨，华南LLDPE报价在9450-9600元/吨。
2015-2-15				8720							9250			9570	9570	8900				 今日午前PE市场报价延续盘整，多数休市封盘。今日部分石化价格上调，但春节临近，商家已经多数离市放假，市场交投基本停滞，鲜有报盘。目前LLDPE主流报价仍维持在9200-9500元/吨。
2015-2-13		9150	9300	8720							9250			9570	9570	8900				 今日PE市场报价维持盘整，多数已经封盘放假。线性期货震荡走高，石化价格部分上调，但春节来临，多数商家依旧离市放假，市场交投极为冷清。目前华北LLDPE报价在9200-9300元/吨，华东LLDPE报价在9200-9300元/吨，华南LLDPE报价在9400-9500元/吨。
2015-2-12		9150	9300	8720							9200				9550	8900	9520			 今日午前PE市场报价延续平稳，部分已经封盘放假。线性期货窄幅震荡，石化价格多数稳定，春节临近，市场交投冷清，部分商家随行就市报盘。下游工厂已经陆续放假，实盘成交稀少。目前华北LLDPE报价在9200-9300元/吨，华东LLDPE报价在9200-9300元/吨，华南LLDPE报价在9400-9500元/吨。
2015-2-11		9150		8720											9550	8900	9500			 今日PE市场报价维持盘整。线性期货震荡小涨，石化价格部分调整，春节临近，市场交投气氛趋淡，商家随行就市出货为主，部分已经封盘放假。下游需求冷清，实盘成交稀少。目前华北LLDPE报价在9250-9350元/吨，华东LLDPE报价在9200-9300元/吨，华南LLDPE报价在9400-9500元/吨。
2015-2-10		9250		8700											9470	8820	9450			 今日PE市场报价多数持稳。线性期货震荡小涨，石化价格部分上调，但临近春节，市场交投气氛平淡，商家随行就市出货为主。下游需求逐步转淡，实盘成交冷清。目前华北LLDPE报价在9250-9350元/吨，华东LLDPE报价在9200-9300元/吨，华南LLDPE报价在9400-9500元/吨。
2015-2-6			9220	8720	9220			9450	9200	9200	9250			9600	9520	9000	9420			 今日PE市场报价窄幅整理，波动幅度在50元/吨左右。隔夜原油走高，线性期货震荡上行，石化价格多数持稳，市场交投气氛平淡，商家心态稳定，随行就市稳价出货为主。下游需求延续平淡，实盘成交一单一谈。目前华北LLDPE报价在9100-9350元/吨，华东LLDPE报价在9200-9300元/吨，华南LLDPE报价在9400-9550元/吨。
2015-2-5		9120	9300	8750	9370			9500	9200	9250	9200			9750		9000	9420			 今日PE市场报价弱势整理，部分线性走软50-100元/吨。隔夜原油大跌，线性期货大幅低开，虽然部分石化价格继续上调，但市场交投气氛清淡，商家心态低迷，随行就市出货为主，部分小幅让利出货。下游需求延续平淡，实盘成交一单一谈。目前华北LLDPE报价在9200-9350元/吨，华东LLDPE报价在9200-9300元/吨，华南LLDPE报价在9400-9550元/吨。
2015-2-4		9370	9500	8720				9650	9250	9250				9700		8920				 今日PE市场报价大幅走高。早间线性期货大幅高开，石化价格多数续涨，市场炒作气氛浓厚，商家货源不多，继续高报出货，部分封盘惜售。下游需求延续平淡，谨慎观望为主，实盘成交一单一谈。目前华北LLDPE报价在9300-9400元/吨，华东LLDPE报价在9200-9400元/吨，华南LLDPE报价在9400-9600元/吨。
2015-2-3		9100		8560				9450	9000	9150		9100	9100	9200		8850	9200			 今日PE市场价格继续走高。早间线性期货高开震荡，石化价格部分继续上调，商家货源不多，继续跟涨报价出货。但下游需求延续平淡，刚需成交为主。目前华北LLDPE报价在9000-9150元/吨，华东LLDPE报价在9000-9200元/吨，华南LLDPE报价在9200-9250元/吨。
2015-2-2		9100		8570				9350	8900	9100		9000	9000	9200	9200	8600	9200			 今日午前PE市场价格稳中略涨。早间线性期货高开震荡，部分石化价格月初上调，商家货源不多，部分跟随石化小幅拉涨报价出货。但下游需求跟进不足，实盘成交欠佳。目前华北LLDPE报价在8900-9100元/吨，华东LLDPE报价在9000-9100元/吨，华南LLDPE报价在9150-9200元/吨。
2015-1-30		9050	8900	8450				9300	8800	8900		8900	9000		9200	8600				 今日午前PE市场价格有涨有跌。早间线性期货震荡走低，部分石化价格仍有下调，商家心态欠佳，跟随石化随行就市出货。下游需求跟进不足，刚需成交为主。目前华北LLDPE报价在8800-8900元/吨，华东LLDPE报价在8800-9000元/吨，华南LLDPE报价在9050-9200元/吨。
2015-1-29		9000		8330				9300	8800	8900	9000	8900	9000		9350	8600	9120			 今日午前PE市场价格稳中走软。早间线性期货震荡走高，部分石化价格下调，虽然商家心态低迷，但因为月底市场货源不多，多数随行就市稳价出货。下游需求延续平淡，刚需成交为主。目前华北LLDPE报价在8800-8900元/吨，华东LLDPE报价在8800-9000元/吨，华南LLDPE报价在9100-9300元/吨。
2015-1-28		8900		8350				9250	8850	9000	8950	8900	9000	9350	9300	8670	9200			 今日午前PE市场价格延续走低。早间线性期货窄幅震荡，石化价格继续下调，商家后市心态悲观，继续积极让利出货。下游需求延续低迷，谨慎观望居多，成交困难。目前华北LLDPE报价在8800-8900元/吨，华东LLDPE报价在8850-9000元/吨，华南LLDPE报价在9200-9300元/吨。
2015-1-27	9020	8900		8380				9350	9000	9000	9050	9100	9150	9400	9350	8720	9300			 今日午前PE市场价格继续下滑。早间线性期货窄幅震荡，石化价格继续下调，市场交投冷清，商家心态悲观，继续积极让利出货。下游需求跟进乏力，采购意向偏低，成交困难。目前华北LLDPE报价在8800-9000元/吨，华东LLDPE报价在9000-9150元/吨，华南LLDPE报价在9300-9400元/吨。
2015-1-26				8640					9050	9150	9100	9100	9200	9400	9350	8720	9320			 今日午前PE市场价格延续走低。早间线性期货低开低走，石化价格继续下调，市场交投气氛弥漫，商家后市信心不足，继续积极让利出货。下游需求延续平淡，谨慎观望为主，成交阻力大。目前华北LLDPE报价在8900-9200元/吨，华东LLDPE报价在9000-9200元/吨，华南LLDPE报价在9350-9400元/吨。
2015-1-23	9270	9270		8680				9400	9150	9250	9200	9250	9250	9470		8820	9370			 今日午前PE市场价格继续下滑。早间线性期货低开低走，石化价格部分开始下调，市场交投气氛冷清，商家心态低迷，继续让利出货。下游需求提振乏力，谨慎观望为主，成交困难。目前华北LLDPE报价在9100-9250元/吨，华东LLDPE报价在9150-9250元/吨，华南LLDPE报价在9350-9450元/吨。
2015-1-22		9350		8780				9450	9250	9300	9350	9450	9450	9550		8820				 今日PE市场价格延续回落。早间线性期货高开低走，石化价格多数稳定，市场交投气氛平淡，商家出货遇阻，继续小幅让利出货。下游需求跟进乏力，谨慎观望为主，实盘成交一单一谈。目前华北LLDPE报价在9200-9350元/吨，华东LLDPE报价在9250-9450元/吨，华南LLDPE报价在9400-9550元/吨。
2015-1-21	9500	9320		8870				9500		9300	9370	9450	9450	9570		8900	9400			 今日午前PE市场价格小幅走软，变动不大。早间线性期货震荡走高，石化价格多数持稳，市场观望气氛浓厚，商家近日出货不畅，部分开始小幅让利寻求成交。下游需求延续平淡，谨慎观望居多，刚需成交为主。目前华北LLDPE报价在9300-9450元/吨，华东LLDPE报价在9300-9500元/吨，华南LLDPE报价在9400-9550元/吨。
2015-1-20		9400		9020				9500	9450	9350	9520	9470	9470	9600		9050	9470			"
"
2015-1-19		9450		9080					9450	9300	9570	9500		9600	9450	9050				"
"
2015-1-16		9300		9000	9400			9600	9300	9300		9500		9720	9700	9020			9300	 今日午前PE市场价格部分继续高报。早间线性期货小幅高开震荡，部分石化价格继续上调，市场货源部分偏紧，商家继续高报出货为主。下游需求延续平淡，刚需采购为主，成交商谈。目前华北LLDPE报价在9200-9600元/吨，华东LLDPE报价在9300-9500元/吨，华南LLDPE报价在9400-9700元/吨。
2015-1-15		9050	9100	8800	9100			9500	9150	8900	9320	9200	9200	9270	9220	8520	9120		9150	 今日午前PE市场价格窄幅整理，部分线性价格高报50-100元/吨。早间线性期货震荡走高，少数石化价格继续下调，市场观望气氛浓厚，目前市场部分货源偏紧，商家心态迷茫，多数随行就市出货。下游需求延续平淡，采购依旧谨慎，实盘成交难放量。目前华北LLDPE报价在9100-9200元/吨，华东LLDPE报价在9100-9200元/吨，华南LLDPE报价在9100-9300元/吨。
2015-1-14		9050	9100	8630	9100			9500	9150	8900	9320	9200	9200	9270	9220	8520	9120		9150	 今日午前PE市场价格窄幅整理，部分线性价格高报50-100元/吨。早间线性期货震荡走高，少数石化价格继续下调，市场观望气氛浓厚，目前市场部分货源偏紧，商家心态迷茫，多数随行就市出货。下游需求延续平淡，采购依旧谨慎，实盘成交难放量。目前华北LLDPE报价在9100-9200元/吨，华东LLDPE报价在9100-9200元/吨，华南LLDPE报价在9100-9300元/吨。
2015-1-13		8970	9000	8650	9000			9500	9150	9150	9100	9050	9200	9220	9170	8500	9090			 今日午前PE市场价格延续下滑。早间线性期货低开震荡，部分石化价格继续下调，市场悲观气氛弥漫，商家心态低迷，继续跟随让利出货。下游需求延续平淡，谨慎观望居多，实盘成交困难。目前华北LLDPE报价在9000-9250元/吨，华东LLDPE报价在9000-9200元/吨，华南LLDPE报价在9100-9250元/吨。
2015-1-12		9000	9000	8680	9000			9500	9200			9150		9300	9250	8620	9200			 今日午前PE市场价格延续走软。早间线性期货震荡走低，部分石化价格继续下滑，市场交投平淡，商家心态悲观，继续跟随让利出货。下游需求跟进乏力，谨慎观望居多，实盘成交冷清。目前华北LLDPE报价在9000-9250元/吨，华东LLDPE报价在9150-9250元/吨，华南LLDPE报价在9200-9300元/吨。
2015-1-9		9400	9100	8620	9200							9300		9400	9350	8850	9320			单位：元/吨
2015-1-8		9420	9220	8720				9720	9470	9500		9450	9570	9470	9450	8900	9320			"
"
2015-1-7		9520	9500	8900				10100	9570	9700			9570	9550	9500	9000	9420			 今日午前PE市场价格跌势不止。早间线性期货盘中下滑，石化价格继续下调，商家后市信心不止，继续跟随让利出货。下游需求提振乏力，谨慎观望居多，实盘成交困难。目前华北LLDPE报价在9400-9600元/吨，华东LLDPE报价在9500-9600元/吨，华南LLDPE报价在9400-9550元/吨。
2015-1-6		9570		9140				10100	9600	9700		9600	9800	9700	9650	9000	9670			 今日午前PE市场价格继续下滑，普遍下滑100-200元/吨。早间线性期货震荡下行，石化价格继续下调，商家心态悲观，继续跟随让利出货。下游需求延续平淡，谨慎观望居多，实盘成交困难。目前华北LLDPE报价在9400-9600元/吨，华东LLDPE报价在960-9800元/吨，华南LLDPE报价在9600-9750元/吨。
2015-1-5		9800	9800	9190				10000	9700	9750		10000	10000	9850	9800	9050	9770			 今日午前PE市场价格小幅走软。早间线性期货震荡走软，部分石化价格下调，商家心情欠佳，多数跟随让利出货。下游需求提振乏力，采购积极性不高，实盘成交一单一谈。目前华北LLDPE报价在9600-9800元/吨，华东LLDPE报价在9700-10000元/吨，华南LLDPE报价在9750-9850元/吨。
2015-1-4		9850	9800	9170				10100	9900	9850			10050	9870	9800	9160	9850			 今日午前PE市场价格稳中走软。节后归来，市场交投平淡，多数石化价格稳定，商家心态平稳，随行就市出货为主，部分继续让利寻求成交。下游需求提振乏力，采购积极性不高，实盘成交一单一谈。目前华北LLDPE报价在9600-9800元/吨，华东LLDPE报价在9900-10100元/吨，华南LLDPE报价在9800-9850元/吨。
2014-12-31		9650		9150		9600		10100	9900	9900			10200	9900	9920	9250	9850			 今日午前PE市场价格大稳小动。LLDPE期货震荡走高，石化价格多数稳定，临近元旦假期，市场交投趋淡，商家随行就市出货为主。下游需求跟进乏力，谨慎观望居多，实盘成交一单一谈。目前华北LLDPE报价在9600-9800元/吨，华东LLDPE报价在10000-10100元/吨，华南LLDPE报价在9850-9950元/吨。
2014-12-30		9620		9100		9600		10100	9900	9900			10200		9800	9300	9920			 今日午前PE市场价格基本持稳，变动不大。LLDPE期货震荡走高，石化价格多数稳定，临近元旦假期，市场交投平淡，商家继续随行就市出货为主。下游需求提振乏力，谨慎观望居多，实盘成交一单一谈。目前华北LLDPE报价在9600-9700元/吨，华东LLDPE报价在10000-10100元/吨，华南LLDPE报价在9800-9900元/吨。
2014-12-29		9590	9800	8920				10200	10000	9900			10200		9850	9300	9850			 今日午前PE市场价格大稳小动，整理为主。LLDPE期货低开震荡，石化价格多数稳定，周初市场观望气氛浓厚，商家心态平稳，继续随行就市出货为主。下游需求跟进不足，谨慎观望居多，实盘成交一单一谈。目前华北LLDPE报价在9550-9850元/吨，华东LLDPE报价在10000-10100元/吨，华南LLDPE报价在9800-9850元/吨。
2014-12-26		9670	9800	9100		9600		10300	10000				10300		9850	9100	9750			单位：元/吨
2014-12-25	9800	9700	9800	9200		9600		10300	10000	9500						9100	9750			 今日PE市场价格稳中走软，其中华北及华南地区线性价格小幅走软50元/吨左右。LLDPE期货震荡小涨，部分石化价格继续上调，但市场交投平淡，商家心态谨慎，继续随行就市积极出货。下游需求跟进不足，实盘成交一单一谈。目前华北LLDPE报价在9600-9850元/吨，华东LLDPE报价在10000-10200元/吨，华南LLDPE报价在9750-9850元/吨。
2014-12-24		9900		9280				10400	10000	9500			10300		9900	9070	9800			 今日PE市场价格稳中走软。LLDPE期货震荡走低，个别石化价格继续上调，市场观望气氛较浓，商家随行就市出货为主。下游需求延续平淡，实盘成交一单一谈。目前华北LLDPE报价在9600-9900元/吨，华东LLDPE报价在10000-10200元/吨，华南LLDPE报价在9800-9950元/吨。
2014-12-23	10100	9970		9370		9850		10400	9900	10250				10050	10000	9300	9980			 今日午前PE市场价格部分续涨，华东地区价格窄幅整理，部分线性走高50-100元/吨。LLDPE期货低开震荡，部分石化价格继续上调，市场观望气氛较浓，商家部分继续高报，部分封盘观望。下游需求延续平淡，实盘成交一单一谈。目前华北LLDPE报价在9800-10000元/吨，华东LLDPE报价在9900-10200元/吨，华南LLDPE报价在9800-10050元/吨。
2014-12-22		9800		9350		9700		10100	9800	10000				9920	9900	9200	9850			 今日午前PE市场价格延续上行，价格混乱，涨幅普遍在100-200元/吨。LLDPE期货高开上行，且石化价格继续上调，市场炒作气氛浓厚，商家继续高报出货，部分封盘观望。下游需求延续平淡，询盘积极，实盘成交一单一谈。目前华北LLDPE报价在9700-10000元/吨，华东LLDPE报价在9800-10000元/吨，华南LLDPE报价在9700-9950元/吨。
2014-12-19	9700	9720		9120		9400		10100	9700	9900				9800	9750	9080	9520			"
"
2014-12-18		9520	9500	8900		9400			9450				9500		9550	8700	9370			 今日午前PE市场价格继续走高，涨幅普遍在50-150元/吨。隔夜原油走高，提振LLDPE期货大幅高开，部分石化价格上调，市场交投向好，商家心态好转，多数试探性高报出货。需求延续平淡，但询盘积极，实盘成交商谈为主。目前华北LLDPE报价在9300-9500元/吨，华东LLDPE报价在9400-9500元/吨，华南LLDPE报价在9400-9550元/吨。
2014-12-17		9300		8670	9300	9100			9350				9400	9500		8700	9370			 今日午前PE市场价格稳中走高。LLDPE期货高开低走，部分石化价格上调，市场观望气氛浓厚，商家随行就市出货为主，部分小幅跟涨。下游需求提振乏力，询盘向好，但接货依旧谨慎。目前华北LLDPE报价在9100-9300元/吨，华东LLDPE报价在9300-9400元/吨，华南LLDPE报价在9300-9500元/吨。
2014-12-16		9300		8550		9100			9250	9300			9300	9500		8700	9220			 今日午前PE市场价格小幅走高。LLDPE期货震荡走低，但石化货源部分超卖，业者心态稳定，部分试探性小幅拉涨报价出货。下游需求平淡，但部分显现接货意向，询盘明显好转，但实盘成交一般。目前华北LLDPE报价在9100-9200元/吨，华东LLDPE报价在9200-9300元/吨，华南LLDPE报价在9200-9500元/吨。
2014-12-15	9000	9220		8380	9020			9500	9150	9300			9300	9120	9200	8400	9050			 今日午前PE市场价格延续走低。LLDPE期货震荡走高，但石化价格继续下滑，周初市场观望气氛浓厚，商家继续积极让利出货。下游需求延续平淡，谨慎观望居多，成交低迷。目前华北LLDPE报价在8900-9100元/吨，华东LLDPE报价在9100-9200元/吨，华南LLDPE报价在9100-9200元/吨。
2014-12-12				8620	9000	9000		9500	9200	9350							9070			 今日午前PE市场价格继续下滑，普遍跌幅在100-200元/吨。LLDPE期货震荡走高，但石化价格继续下滑，业者悲观情绪不减，继续积极跟跌出货。下游需求跟进乏力，刚需采购为主，成交冷清。目前华北LLDPE报价在9000-9200元/吨，华东LLDPE报价在9200-9300元/吨，华南LLDPE报价在9100-9250元/吨。
2014-12-11		9350		9350		9300		9550	9300	9400	9400		9350	9350		8750	9250			 今日午前PE市场延续走低。LLDPE期货低开震荡，部分石化价格继续下滑，市场恐慌气氛弥漫，多数商家继续积极跟跌出货。然下游需求跟进乏力，谨慎观望为主，实盘成交冷清。目前华北LLDPE报价在9300-9400元/吨，华东LLDPE报价在9200-9400元/吨，华南LLDPE报价在9200-9400元/吨。
2014-12-10		9450		9400	9500	9500		9900	9300	9500			9420	9550	9650	8750				 今日PE市场跌势难止，市场价格普遍下滑100-200元/吨。LLDPE期货窄幅震荡，市场交投冷清，石化价格继续下滑，业者后市心态悲观，积极让利出货。但下游跟进不足，谨慎观望为主，市场成交极为困难。目前华北LLDPE报价在9400-9450元/吨，华东LLDPE报价在9300-9500元/吨，华南LLDPE报价在9300-9650元/吨。
2014-12-9		9520			9700	9700		10400	9600	9750			9750	9570		9100	9520			 今日午前PE市场继续下滑，下跌利空因素持续发酵。早间期货一路下行直至跌停，现货市场受石化大幅下调出厂价格刺激持续下行，市场成交活跃度较低。目前华北LLDPE报价在9400-9600元/吨，华东LLDPE报价在9500-9800元/吨，华南LLDPE报价在9500-9800元/吨。
2014-12-8		9850			9800	9800		10500	9650	9900			9750	9800	9800	9100	9720			 今日午前PE市场继续延续上周下滑之势。目前石化库存压力较大，加之下游需求逐渐转淡，市场难以形成有效支撑。目前华北LLDPE报价在9700-9800元/吨，华东LLDPE报价在9600-9800元/吨，华南LLDPE报价在9700-9900元/吨。
2014-12-5		9850		9380	9900	9900			9650	9900				9870	9950	9200	9820			 今日午前PE市场继续下滑。早间LLDPE期货低开低走，部分石化价格继续下调，市场交投冷清，商家心态悲观，继续跟跌出货。下游需求延续平淡，谨慎观望为主，成交困难。目前华北LLDPE报价在9800-9900元/吨，华东LLDPE报价在9700-9900元/吨，华南LLDPE报价在9800-9950元/吨。
