日期	9085-津	222WT-津	7042吉林-津	7042-鲁*	7042吉化-京	7042N大庆-京	7042独山子-沪	218W-沪	7042吉化-沪	7420D-沪	7042扬子-南京	7042大庆-余姚	7042镇海-余姚	7042广州-粤	7042茂名-粤	7042福建-粤*	7042福建-闽	7042独山子-闽	7042-鄂	总结
2014-12-4	10300	9920		9500	10000	10000		10300	10000	10150				9970		9200	9900			 今日午前PE市场跌势不止，其中线性价格下滑50-150元/吨。早间LLDPE期货震荡小涨，但石化价格继续下调，市场悲观气氛弥漫，商家心态恐慌加剧，继续积极跟跌出货。下游需求低迷不振，谨慎观望为主，成交稀少。目前华北LLDPE报价在9900-10100元/吨，华东LLDPE报价在9850-10000元/吨，华南LLDPE报价在9900-10050元/吨。
2014-12-3		10020		9560	10050	10020		10500	10050	10300				10120	10150	9400	10070			"
"
2014-12-2		10050		9600	10100	10100		10550	10250	10300				10120	10150	9600	10070			 今日午前PE市场跌势难止。早间LLDPE期货高开震荡，但石化价格继续下调，业者后市信心不足，继续积极跟跌出货。下游需求延续平淡，谨慎观望为主，成交冷清。目前华北LLDPE报价在10000-10200元/吨，华东LLDPE报价在10200-10250元/吨，华南LLDPE报价在10050-10150元/吨。
2014-12-1				9720	10300	10200		10600	10450	10400				10150	10150	9600				 今日午前PE市场继续大幅走低，线性价格华北及华南地区下滑100-150元/吨，华东地区走低50元/吨左右。早间LLDPE期货低开低走，石化价格继续下调，市场悲观气氛弥漫，商家继续让利出货。下游需求跟进不足，观望浓厚，成交困难。目前华北LLDPE报价在10200-10400元/吨，华东LLDPE报价在10250-10450元/吨，华南LLDPE报价在10150元/吨左右。
2014-11-28		10500		9850	10420	10400		10700	10450	10400			10550	10320	10500	9600	10270			 今日午前PE市场跌势不止。早间LLDPE期货低开震荡，部分石化价格继续下调，市场悲观气氛弥漫，商家积极让利出货。下游需求延续平淡，成交难放量。目前华北LLDPE报价在10350-10450元/吨，华东LLDPE报价在10400-10500元/吨，华南LLDPE报价在10200-10350元/吨。
2014-11-27		10470		9970	10420	10400		10750	10450	10500			10550	10420	10600	9600	10370			 今日PE市场继续下滑。早间LLDPE期货弱势震荡，部分石化价格继续下调，商家后市信心不足，积极让利出货。下游需求跟进不足，成交难放量。目前华北LLDPE报价在10350-10450元/吨，华东LLDPE报价在10400-10500元/吨，华南LLDPE报价在10300-10450元/吨。
2014-11-26				10100	10420	10400		10900	10550	10600			10600	10450		9750	10350			 今日午前PE市场延续走低。早间LLDPE期货震荡小涨，但石化价格继续下调，市场交投冷清，商家继续让利出货。下游需求提振乏力，谨慎观望居多，成交欠佳。目前华北LLDPE报价在10400-10500元/吨，华东LLDPE报价在10450-10550元/吨，华南LLDPE报价在10350-10450元/吨。
2014-11-25		10520		10180	10550	10450		11000	10550	10600			10600	10520	10550	9750	10470			 今日午前PE市场稳中走软，部分线性小幅回落50元/吨。早间LLDPE期货小幅走软，石化价格继续下调，商家后市信心不足，继续小幅让利寻成交。下游需求跟进不足，谨慎观望居多，成交欠佳。目前华北LLDPE报价在10450-10550元/吨，华东LLDPE报价在10500-10600元/吨，华南LLDPE报价在10450-10550元/吨。
2014-11-24		10600			10550	10450		11100	10600	10600			10600	10550	10500	9750	10470			 今日午前PE市场延续走低。早间LLDPE期货低开低走，石化价格继续下调，商家心态低迷，继续随行就市积极出货，部分小幅让利寻成交。下游需求表现欠佳，随用随拿为主，成交冷清。目前华北LLDPE报价在10450-10650元/吨，华东LLDPE报价在10500-10600元/吨，华南LLDPE报价在10450-10550元/吨。
2014-11-21				10100	10450	10400		11200	10600	10600			10600	10620	10700	9750	10500			 今日午前PE市场大稳小动。早间LLDPE期货震荡小涨，部分石化价格继续下调，商家后市信心不足，继续随行就市积极出货。下游需求跟进乏力，谨慎观望居多，刚需成交为主。目前华北LLDPE报价在10450-10650元/吨，华东LLDPE报价在10550-10650元/吨，华南LLDPE报价在10450-10650元/吨。
2014-11-20		10570		10120	10450	10400		11200	10650	10700			10700	10650	10700	9750	10600			 今日午前PE市场跌势不止。早间LLDPE期货震荡走低，石化价格继续下调，商家心态悲观，继续让利出货。下游需求延续平淡，谨慎观望居多，成交欠佳。目前华北LLDPE报价在10450-10650元/吨，华东LLDPE报价在10550-10700元/吨，华南LLDPE报价在10550-10700元/吨。
2014-11-19		10620		10130	10520	10450		11200	10650	10700			10700	10750	10700	9850				 今日PE市场价格延续走软。早间LLDPE期货小幅低开震荡，石化价格继续下调，市场交投气氛冷清，商家继续让利出货。下游需求跟进不足，刚需成交为主。目前华北LLDPE报价在10450-10650元/吨，华东LLDPE报价在10550-10700元/吨，华南LLDPE报价在10550-10750元/吨。
2014-11-18	10700	10670		10140	10520			11200	10650	10800			10800	10750	10650	9950	10650			 今日午前PE市场价格继续走低。早间LLDPE期货低开低走，多数石化价格继续下调，市场悲观气氛弥漫，商家继续让利出货。下游需求表现欠佳，坚持按需采购，成交难放量。目前华北LLDPE报价在10500-10700元/吨，华东LLDPE报价在10600-10750元/吨，华南LLDPE报价在10600-10750元/吨。
2014-11-17				10150	10520				10800	10800			10850	10720	10730	9950	10750			 今日午前PE市场价格小幅回落，其中部分线性价格回落50元/吨左右。早间LLDPE期货震荡走低，部分石化价格继续下调，市场交投冷清，商家继续小幅让利寻求成交。下游需求跟进不足，坚持按需采购，刚需成交为主。目前华北LLDPE报价在10500-10800元/吨，华东LLDPE报价在10750-10850元/吨，华南LLDPE报价在10650-10750元/吨。
2014-11-14	10700	10800		10130	10650				10850	10800			10850	10750	10720	9950	10770			 今日午前PE市场价格窄幅整理，华南地区部分线性价格走低50元/吨。早间LLDPE期货低开震荡，部分石化价格继续下调，市场交投欠佳，商家随行就市出货，部分小幅让利寻求成交。下游需求延续平淡，坚持按需采购，实盘成交欠佳。目前华北LLDPE报价在10600-10800元/吨，华东LLDPE报价在10800-10900元/吨，华南LLDPE报价在10700-10800元/吨。
2014-11-13	10700	10850		10200				10620	10850	10820			10850	10800	10750	9990	10750			"
"
2014-11-12	10740	10820		10330				10620	10850	10820			10850	10800	10750	10000	10760			 今日PE市场价格基本持稳，变动不大。早间LLDPE期货小幅低开震荡，石化价格多数持稳，市场交投平淡，商家继续随行就市出货为主。下游需求延续平淡，实盘成交欠佳。目前华北LLDPE报价在10600-10800元/吨，华东LLDPE报价在10800-10900元/吨，华南LLDPE报价在10750-10800元/吨。
2014-11-11	10750	10870						11650	10850	10850			10850		10750	10000	10760			 今日午前PE市场价格大稳小动，华南地区部分线性小幅下滑50元/吨左右。早间LLDPE期货震荡走低，部分石化价格下调，市场交投冷清，但商家心态暂稳，随行就市出货为主。下游询盘清淡，谨慎观望居多，刚需成交为主。目前华北LLDPE报价在10600-10800元/吨，华东LLDPE报价在10800-10900元/吨，华南LLDPE报价在10750-10850元/吨。
2014-11-10		10750		10320				11650	10850	10850			10850	10950	10770	10000	10760			 今日PE市场价格大稳小动，部分线性小幅走高50元/吨。早间LLDPE期货小幅高开震荡，石化价格多数持稳，商家心态稳定，继续随行就市出货为主。下游需求延续平淡，谨慎观望居多，实盘成交商谈为主。目前华北LLDPE报价在10600-10800元/吨，华东LLDPE报价在10800-10900元/吨，华南LLDPE报价在10750-10850元/吨。
2014-11-7		10750		10160				11650	10850	10900			10850	10800	10750	10040	10770			 今日午前PE市场价格基本持稳，变动不大。早间LLDPE期货震荡走高，石化价格多数持稳，商家心态稳定，多数随行就市稳价出货。下游需求表现平淡，谨慎观望居多，实盘成交商谈为主。目前华北LLDPE报价在10550-10750元/吨，华东LLDPE报价在10800-10900元/吨，华南LLDPE报价在10750-10850元/吨。
2014-11-6		10750		10200		10550		11650	10850	10900			10850	10800	10750	10040	10750			 今日午前PE市场价格继续小幅回落。早间LLDPE期货窄幅震荡，部分石化价格下调，市场交投气氛欠佳，商家继续小幅让利寻求成交。下游需求延续平淡，刚需成交为主。目前华北LLDPE报价在10550-10750元/吨，华东LLDPE报价在10800-10900元/吨，华南LLDPE报价在10750-10850元/吨。
2014-11-5		10800		10230		10600		11650	10850	10950			10850	10850	10800	10090	10800			 今日午前PE市场价格稳中走软。早间LLDPE期货低开低走，打压市场交投气氛，商家心态低迷，部分小幅让利寻求成交。下游需求延续平淡，刚需成交为主。目前华北LLDPE报价在10600-10800元/吨，华东LLDPE报价在10800-10900元/吨，华南LLDPE报价在10800-10900元/吨。
2014-11-4		10800		10170		10700		11900	10850	10950			10900	10900	10820	10090	10800			 今日午前PE市场价格大稳小动。早间LLDPE期货低开震荡，市场交投平淡，部分石化价格上调，商家心态平稳，多数坚持随行就市出货。下游需求跟进不足，坚持按需采购，实盘成交一般。目前华北LLDPE报价在10650-10850元/吨，华东LLDPE报价在10800-10900元/吨，华南LLDPE报价在10800-10950元/吨。
2014-11-3			10650					11900	10850	10850			10900	10920	10870	10090	10820			 今日午前PE市场价格稳中有涨，其中线性价格涨50-100元/吨。部分石化大区调涨出厂价格，商家受此指引跟涨报盘。早间期货小幅走软，加重了业主的观望心态，终端询盘改观不大，成交商谈为主。目前华北LLDPE报价在10650-10850元/吨，华东LLDPE报价在10800-10900元/吨，华南LLDPE报价在10800-10950元/吨。
2014-10-31		10850	10600					11900	10800	10850			10800	10900		10080	10720			 今日PE市场价格大稳小动，个别市场线性价格小涨50元/吨。线性期货弱势震荡，部分石化陆续公布11月份月初新价，市场反应平稳，商家继续随行就市出货为主。下游需求延续平淡，刚需成交为主。目前华北LLDPE报价在10600-10800元/吨，华东LLDPE报价在10750-10800元/吨，华南LLDPE报价在10700-10850元/吨。
2014-10-29		10750	10600	10020		10500				10800		10700	10700	10720	10600	9980	10750			 今日午前PE市场价格延续走高。线性期货高开震荡，部分石化价格上调，市场交投平稳，商家继续小幅拉涨报价出货。下游需求延续平淡，实盘成交商谈为主。目前华北LLDPE报价在10600-10800元/吨，华东LLDPE报价在10650-10750元/吨，华南LLDPE报价在10600-10800元/吨。
2014-10-29	10600	10700		9980	10500	10500			10600	10700		10700	10720	10700	10600	10000	10670			" 今日午前PE市场价格小幅走高,线性期货震荡走高，部分石化价格上调，市场交投略好转，商家跟随小幅拉涨报价出货。下游需求依旧跟进不足，按需采购，成交一般。目前华北LLDPE报价在10500-10700元/吨，华东LLDPE报价在10550-10700元/吨，华南LLDPE报价在10550-10750元/吨。"
2014-10-27	10600	10650	10400	9980	10450	10450			10550	10700		10700	10700	10700	10600	9900	10620			 今日午前PE市场价格稳中略涨，其中华中及华南地区线性价格小涨50元/吨左右。线性期货窄幅震荡，石化价格部分调整，周初市场观望气氛较浓，商家随行就市出货为主。下游需求延续平淡，刚需采购为主，实盘成交一般。目前华北LLDPE报价在10350-10650元/吨，华东LLDPE报价在10500-10650元/吨，华南LLDPE报价在10500-10700元/吨。
2014-10-24	10600	10600	10400		10450	10450			10550	10650		10650	10700	10550	10500	9900	10620			(此信息由卓创资讯塑料网特别提供，谢绝转载)
2014-10-24	10600	10550	10350		10400	10400			10550	10650			10700	10550	10500	9900	10600			 今日午前PE市场价格窄幅整理，波动幅度在50元/吨左右。线性期货震荡小涨，石化价格有涨有跌，市场交投暂稳，多数商家坚持随行就市出货。下游工厂采购意向偏弱，多随用随拿，实盘成交难放量。目前华北LLDPE报价在10300-10650元/吨，华东LLDPE报价在10500-10650元/吨，华南LLDPE报价在10500-10650元/吨。
2014-10-22	10600	10500	10350		10350	10350			10550	10650		10600	10700	10550	10470	9900	10630			??? 今日午前PE市场价格大稳小动。线性期货高开震荡，部分石化价格继续下调，市场交投平淡，商家继续随行就市出货。终端需求提振乏力，实盘成交一般。目前华北LLDPE报价在10300-10600元/吨，华东LLDPE报价在10500-10650元/吨，华南LLDPE报价在10500-10650元/吨。
2014-10-21	10600	10500	10350	10050	10400	10400			10550	10650		10600	10700	10550	10500	9900				 今日午前PE市场价格小幅回落，部分线性价格走低50元/吨左右。线性期货低开震荡，部分石化价格继续下调，市场交投冷清，商家后市信心不足，继续积极让利出货。终端需求跟进乏力，实盘成交难放量。目前华北LLDPE报价在10300-10600元/吨，华东LLDPE报价在10500-10650元/吨，华南LLDPE报价在10450-10650元/吨。
2014-10-20	10600	10600	10350	10050	10400	10400		11850	10550	10750		10600	10700	10600	10520	9900	10650			 今日午前PE市场价格大稳小动，整体变动不大。线性期货低开震荡，少数石化价格继续下调，周初市场观望气氛浓厚，商家随行就市出货为主。终端需求延续平淡，刚需成交为主。目前华北LLDPE报价在10350-10650元/吨，华东LLDPE报价在10500-10700元/吨，华南LLDPE报价在10450-10650元/吨。
2014-10-17	10550	10550	10400	9950	9950	10400		11900	10600	10750		10600	10700	10650	10550	9900	10650			
2014-10-16		10550	10350	9950	10400	10400			10650	10800		10620		10620	10550	10000	10650			今日午前PE市场价格窄幅整理，华东地区部分线性松动50元/吨，华南地区因石化限量部分线性价格小涨50元/吨。线性期货震荡下滑，部分石化价格下调，市场交投冷清，商家继续随行就市积极出货。终端需求提振乏力，实盘成交刚需为主。目前华北LLDPE报价在10350-10650元/吨，华东LLDPE报价在10500-10700元/吨，华南LLDPE报价在10550-10700元/吨。
